region,site ID,Site name,Most recent survey year,latitude,longitude,category
Flores Timur,1047,,2017,-8.43215,122.81945,Outside MPA
Alor,1041,,2017,-8.43278,123.91856,Inside MPA
Manggarai Barat,TNK02,Batu Gosok,2016,-8.433071,119.856278,Outside MPA
Alor,1041,,2014,-8.433361111,123.9173333,Inside MPA
Flores Timur,1047,,2014,-8.433388889,122.8164444,Outside MPA
Alor,1037,,2014,-8.437583333,123.8757222,Inside MPA
Alor,1037,,2017,-8.4377,123.87495,Inside MPA
Flores Timur,1046,,2014,-8.439972222,122.8333611,Outside MPA
Flores Timur,1045,,2014,-8.44375,122.967,Inside MPA
Flores Timur,1052,,2014,-8.444861111,123.1666389,Inside MPA
Flores Timur,1044,,2017,-8.4459,122.9634,Inside MPA
Flores Timur,1044,,2014,-8.446388889,122.9633611,Inside MPA
Flores Timur,1052,,2017,-8.44885,123.16284,Inside MPA
Flores Timur,1053,,2017,-8.4582,123.1501,Inside MPA
Flores Timur,1053,,2014,-8.458333333,123.1497778,Inside MPA
Manggarai Barat,TNK05,China Shop/ Pulau Gili Lawa Laut,2016,-8.459329,119.565588,Inside MPA
Manggarai Barat,TNK04,Pulau Sebayur,2016,-8.508833,119.703103,Outside MPA
Manggarai Barat,TNK06,Pulau Tatawa Besar,2016,-8.515128,119.643942,Inside MPA
Manggarai Barat,TNK03,Pulau Pungu,2016,-8.521776,119.785341,Outside MPA
Manggarai Barat,TNK08,Karang Makasar,2016,-8.524255,119.585956,Inside MPA
Flores Timur,1050,,2014,-8.538527778,122.9696944,Inside MPA
Flores Timur,1050,,2017,-8.54035,122.95956,Inside MPA
Flores Timur,1051,,2014,-8.545694444,122.9636944,Inside MPA
Flores Timur,1051,,2017,-8.5532,122.9599,Inside MPA
Manggarai Barat,TNK07,Pulau Punya,2016,-8.579236,119.698763,Inside MPA
Flores Timur,1049,,2017,-8.59222,122.87589,Inside MPA
Flores Timur,1049,,2014,-8.594138889,122.8793333,Inside MPA
Flores Timur,1048,,2014,-8.607888889,122.8820833,Inside MPA
Flores Timur,1048,,2017,-8.609,122.8826,Inside MPA
Manggarai Barat,TNK21,Pulau Kambing,2016,-8.627253,119.706309,Inside MPA
Manggarai Barat,TNK20,Pulau Bero/Depan Kerora,2016,-8.676233,119.773427,Inside MPA
Manggarai Barat,TNK13,Letuho,2016,-8.687798,119.403215,Inside MPA
Manggarai Barat,TNK19,Loh Baru,2016,-8.732706,119.700221,Inside MPA
Manggarai Barat,TNK12,Torolongkoe,2016,-8.738895,119.379842,Inside MPA
Manggarai Barat,TNK11,Depan Germany Flag,2016,-8.754962,119.42887,Inside MPA
Manggarai Barat,TNK18,Waenepa/Budidaya Mutiara,2016,-8.759539,119.798213,Outside MPA
Manggarai Barat,TNK16,Pulau Gilimotang,2016,-8.794492,119.7881,Inside MPA
Manggarai Barat,TNK17,Flores Bagian Selatan/Kakap Merah,2016,-8.800353,119.834053,Outside MPA
Manggarai Barat,TNK15,Yellow Wall,2016,-8.802472,119.67402,Inside MPA
